Inquiry Type,Customer Type,Conversation History,Response,Sentiment,Timestamp,Channel
Account Inquiry,Existing Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2023-02-02T09:19:43,Phone
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2023-01-17T09:19:43,Phone
Credit Card Application,Prospective Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-02-08T09:19:43,Chat
Loan Eligibility,Business Client,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2022-12-03T09:19:43,Chat
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Negative,2023-02-01T09:19:43,Email
Fraud Reporting,Existing Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2023-06-01T09:19:43,Phone
Fraud Reporting,Existing Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Negative,2022-10-07T09:19:43,Chat
Fraud Reporting,Business Client,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Neutral,2023-08-06T09:19:43,Phone
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Neutral,2022-12-28T09:19:43,Chat
Credit Card Application,Prospective Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Positive,2022-09-29T09:19:43,Chat
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2023-06-24T09:19:43,Chat
Fraud Reporting,Prospective Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2023-02-27T09:19:43,Email
Account Inquiry,Business Client,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2023-03-18T09:19:43,Chat
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-01-28T09:19:43,Phone
Account Inquiry,Business Client,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Negative,2022-10-28T09:19:43,Chat
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Negative,2023-04-02T09:19:43,Phone
Investment Options,Prospective Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Positive,2023-03-23T09:19:43,Email
Account Inquiry,Business Client,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2023-03-26T09:19:43,Email
Fraud Reporting,Business Client,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2023-01-02T09:19:43,Email
Account Inquiry,Existing Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2022-12-10T09:19:43,Email
Credit Card Application,Business Client,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Positive,2023-03-19T09:19:43,Email
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2022-09-04T09:19:43,Email
Investment Options,Prospective Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Positive,2022-10-31T09:19:43,Email
Fraud Reporting,Existing Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Negative,2022-09-26T09:19:43,Phone
Loan Eligibility,Business Client,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2023-03-28T09:19:43,Phone
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2022-11-21T09:19:43,Email
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2023-04-30T09:19:43,Chat
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2022-10-20T09:19:43,Email
Credit Card Application,Prospective Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Neutral,2022-08-31T09:19:43,Email
Investment Options,Existing Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Negative,2022-09-29T09:19:43,Email
Fraud Reporting,Business Client,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2022-09-26T09:19:43,Email
Loan Eligibility,Business Client,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2022-12-03T09:19:43,Phone
Loan Eligibility,Business Client,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Negative,2022-09-24T09:19:43,Email
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2022-08-16T09:19:43,Chat
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2023-04-28T09:19:43,Chat
Credit Card Application,Prospective Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-03-17T09:19:43,Chat
Credit Card Application,Business Client,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-03-18T09:19:43,Phone
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Neutral,2023-06-18T09:19:43,Phone
Fraud Reporting,Prospective Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Neutral,2023-03-13T09:19:43,Chat
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Negative,2022-12-25T09:19:43,Phone
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2023-04-10T09:19:43,Email
Account Inquiry,Business Client,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2023-01-04T09:19:43,Email
Fraud Reporting,Existing Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Neutral,2023-02-05T09:19:43,Chat
Credit Card Application,Business Client,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Positive,2023-06-26T09:19:43,Email
Credit Card Application,Prospective Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Neutral,2022-08-29T09:19:43,Email
Loan Eligibility,Business Client,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2022-11-11T09:19:43,Email
Credit Card Application,Business Client,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-05-08T09:19:43,Chat
Loan Eligibility,Business Client,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Negative,2023-07-23T09:19:43,Chat
Fraud Reporting,Prospective Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2023-03-17T09:19:43,Phone
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2022-12-13T09:19:43,Chat
Account Inquiry,Existing Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2022-11-05T09:19:43,Email
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Negative,2022-12-11T09:19:43,Email
Investment Options,Existing Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Negative,2022-08-12T09:19:43,Email
Credit Card Application,Business Client,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Neutral,2023-03-22T09:19:43,Chat
Account Inquiry,Business Client,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Negative,2023-03-23T09:19:43,Phone
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Positive,2023-02-16T09:19:43,Chat
Investment Options,Existing Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Positive,2022-11-30T09:19:43,Phone
Fraud Reporting,Prospective Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Negative,2023-05-10T09:19:43,Email
Investment Options,Prospective Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Negative,2022-11-22T09:19:43,Phone
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Negative,2022-08-29T09:19:43,Phone
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2023-05-12T09:19:43,Phone
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2022-09-12T09:19:43,Email
Fraud Reporting,Prospective Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2023-01-25T09:19:43,Chat
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2023-01-14T09:19:43,Chat
Fraud Reporting,Existing Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2023-03-31T09:19:43,Email
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2022-09-21T09:19:43,Email
Investment Options,Business Client,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Negative,2022-08-14T09:19:43,Phone
Account Inquiry,Business Client,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2023-02-27T09:19:43,Email
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2022-09-22T09:19:43,Phone
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2022-11-24T09:19:43,Phone
Loan Eligibility,Business Client,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2023-03-14T09:19:43,Phone
Account Inquiry,Existing Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2023-02-21T09:19:43,Phone
Credit Card Application,Prospective Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Neutral,2022-10-16T09:19:43,Email
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2023-05-04T09:19:43,Chat
Credit Card Application,Prospective Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Neutral,2022-10-17T09:19:43,Email
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2023-01-24T09:19:43,Chat
Investment Options,Prospective Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Neutral,2022-12-07T09:19:43,Phone
Account Inquiry,Existing Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2022-09-25T09:19:43,Phone
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Negative,2022-11-05T09:19:43,Phone
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-06-08T09:19:43,Phone
Fraud Reporting,Existing Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2022-11-26T09:19:43,Phone
Investment Options,Prospective Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Negative,2023-03-30T09:19:43,Chat
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2022-11-05T09:19:43,Chat
Investment Options,Existing Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Negative,2022-12-26T09:19:43,Email
Account Inquiry,Business Client,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2022-08-09T09:19:43,Email
Loan Eligibility,Business Client,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2022-09-04T09:19:43,Email
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2022-08-29T09:19:43,Email
Investment Options,Prospective Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Positive,2023-08-05T09:19:43,Email
Fraud Reporting,Prospective Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Negative,2022-12-18T09:19:43,Email
Loan Eligibility,Business Client,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2023-06-24T09:19:43,Phone
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2022-11-07T09:19:43,Email
Credit Card Application,Prospective Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Positive,2022-11-20T09:19:43,Email
Account Inquiry,Existing Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2023-06-06T09:19:43,Phone
Fraud Reporting,Business Client,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2023-03-28T09:19:43,Email
Account Inquiry,Business Client,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2023-02-25T09:19:43,Email
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2023-06-19T09:19:43,Chat
Investment Options,Prospective Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Positive,2022-12-27T09:19:43,Email
Loan Eligibility,Business Client,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2022-12-29T09:19:43,Chat
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Neutral,2022-12-25T09:19:43,Email
Account Inquiry,Business Client,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Negative,2022-09-07T09:19:43,Chat
Fraud Reporting,Business Client,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Negative,2023-03-25T09:19:43,Email
Fraud Reporting,Business Client,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Neutral,2022-08-17T09:19:43,Chat
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Negative,2023-04-13T09:19:43,Phone
Account Inquiry,Existing Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2022-10-28T09:19:43,Email
Account Inquiry,Business Client,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2023-07-01T09:19:43,Email
Credit Card Application,Business Client,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Positive,2023-02-16T09:19:43,Email
Account Inquiry,Existing Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Negative,2023-02-19T09:19:43,Chat
Investment Options,Business Client,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Negative,2022-10-20T09:19:43,Chat
Investment Options,Existing Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Neutral,2022-09-08T09:19:43,Email
Fraud Reporting,Existing Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2023-06-26T09:19:43,Chat
Account Inquiry,Business Client,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2023-06-16T09:19:43,Chat
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2023-04-15T09:19:43,Phone
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2022-11-28T09:19:43,Phone
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2022-08-21T09:19:43,Phone
Loan Eligibility,Business Client,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Negative,2023-04-13T09:19:43,Phone
Investment Options,Business Client,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Neutral,2023-05-08T09:19:43,Chat
Investment Options,Business Client,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Neutral,2023-07-31T09:19:43,Email
Fraud Reporting,Business Client,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Neutral,2023-05-23T09:19:43,Chat
Credit Card Application,Business Client,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Neutral,2023-03-22T09:19:43,Email
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2022-09-04T09:19:43,Phone
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2022-08-08T09:19:43,Email
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2023-03-01T09:19:43,Phone
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2022-12-12T09:19:43,Phone
Investment Options,Prospective Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Negative,2023-03-21T09:19:43,Phone
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-01-03T09:19:43,Email
Investment Options,Prospective Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Neutral,2022-12-13T09:19:43,Email
Account Inquiry,Existing Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2023-03-18T09:19:43,Email
Investment Options,Existing Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Positive,2022-12-08T09:19:43,Phone
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2023-01-12T09:19:43,Phone
Account Inquiry,Existing Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Negative,2022-11-27T09:19:43,Phone
Investment Options,Business Client,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Neutral,2023-08-02T09:19:43,Chat
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Neutral,2023-04-29T09:19:43,Chat
Investment Options,Existing Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Positive,2022-09-12T09:19:43,Phone
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-07-23T09:19:43,Email
Investment Options,Existing Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Positive,2022-11-08T09:19:43,Chat
Credit Card Application,Prospective Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Neutral,2022-12-14T09:19:43,Chat
Fraud Reporting,Prospective Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2023-02-22T09:19:43,Chat
Investment Options,Existing Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Negative,2022-09-07T09:19:43,Phone
Fraud Reporting,Business Client,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Negative,2023-03-26T09:19:43,Phone
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Negative,2023-07-24T09:19:43,Chat
Credit Card Application,Business Client,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-05-11T09:19:43,Chat
Credit Card Application,Business Client,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Positive,2023-07-12T09:19:43,Email
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-05-05T09:19:43,Phone
Account Inquiry,Business Client,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2023-03-31T09:19:43,Email
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2022-08-24T09:19:43,Chat
Investment Options,Existing Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Positive,2023-05-04T09:19:43,Chat
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2022-11-01T09:19:43,Phone
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2022-11-02T09:19:43,Chat
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Negative,2023-02-14T09:19:43,Chat
Fraud Reporting,Prospective Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Neutral,2023-04-18T09:19:43,Chat
Fraud Reporting,Existing Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2022-12-01T09:19:43,Phone
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Negative,2022-11-11T09:19:43,Phone
Fraud Reporting,Prospective Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Neutral,2023-02-18T09:19:43,Chat
Investment Options,Prospective Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Neutral,2022-12-21T09:19:43,Phone
Fraud Reporting,Existing Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2022-11-03T09:19:43,Phone
Investment Options,Existing Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Neutral,2023-08-01T09:19:43,Chat
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2022-09-04T09:19:43,Phone
Account Inquiry,Business Client,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2023-04-28T09:19:43,Email
Investment Options,Business Client,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Positive,2023-05-18T09:19:43,Phone
Account Inquiry,Existing Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2023-06-06T09:19:43,Email
Credit Card Application,Prospective Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-04-13T09:19:43,Chat
Credit Card Application,Business Client,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-06-24T09:19:43,Phone
